,annee,code,nom,conso,dept
896267,2021,29241,rosporden,5.113,29
896268,2021,59512,roubaix,3.474,59
896343,2021,76540,rouen,2.994,76
896570,2021,68287,rouffach,4.603,68
896571,2021,90089,rougemont-le-château,5.84,90
896572,2021,57598,rouhling,4.285,57
896573,2021,16286,rouillac,6.217,16
896574,2021,76541,roumare,8.3,76
896575,2021,59514,rousies,4.517,59
896576,2021,38344,roussillon,5.992,38
896582,2021,30223,rousson,7.27,30
896583,2021,76545,rouxmesnil-bouteilles,6.522,76
896584,2021,17306,royan,3.684,17
896611,2021,63308,royat,3.9,63
896615,2021,38347,roybon,5.773,38
896616,2021,80685,roye,3.941,80
896617,2021,72260,ruaudin,6.986,72
896758,2021,01360,saint-jean-de-gonville,7.303,1
896759,2021,21554,saint-jean-de-losne,3.801,21
896760,2021,64483,saint-jean-de-luz,3.001,64
896794,2021,85234,saint-jean-de-monts,3.859,85
896824,2021,01361,saint-jean-de-niost,8.011,1
896825,2021,34270,saint-jean-de-védas,5.279,34
896833,2021,34268,saint-jean-de-la-blaquière,6.003,34
896834,2021,45285,saint-jean-de-la-ruelle,3.939,45
896849,2021,76594,saint-jean-du-cardonnay,8.432,76
896850,2021,45286,saint-jean-le-blanc,4.657,45
896861,2021,74241,saint-jeoire,6.278,74
896862,2021,73249,saint-jeoire-prieuré,5.015,73
896864,2021,74242,saint-jorioz,6.012,74
896867,2021,31490,saint-jory,5.577,31
896872,2021,35284,saint-jouan-des-guérets,5.432,35
896873,2021,44169,saint-julien-de-concelles,6.029,44
896874,2021,85236,saint-julien-des-landes,6.403,85
896876,2021,74243,saint-julien-en-genevois,3.745,74
896911,2021,30274,saint-julien-les-rosiers,6.897,30
896914,2021,10343,saint-julien-les-villas,4.33,10
896917,2021,87154,saint-junien,4.314,87
896919,2021,42279,saint-just-saint-rambert,5.195,42
896923,2021,60581,saint-just-en-chaussée,4.912,60
896929,2021,81257,saint-juéry,4.636,81
896930,2021,65388,saint-lary-soulan,2.338,65
896943,2021,74244,saint-laurent,6.915,74
896944,2021,62753,saint-laurent-blangy,3.281,62
896952,2021,33424,saint-laurent-médoc,6.556,33
896954,2021,69219,saint-laurent-d'agny,8.195,69
896955,2021,69288,saint-laurent-de-mure,7.213,69
896958,2021,65389,saint-laurent-de-neste,5.78,65
896959,2021,66180,saint-laurent-de-la-salanque,5.481,66
896965,2021,38412,saint-laurent-du-pont,5.462,38
896966,2021,06123,saint-laurent-du-var,4.135,6
897034,2021,01370,saint-laurent-sur-saône,3.035,1
897037,2021,60584,saint-leu-d'esserent,5.519,60
897039,2021,95563,saint-leu-la-forêt,5.453,95
897054,2021,68297,saint-louis,5.834,68
897056,2021,33434,saint-louis-de-montferrand,6.502,33
897057,2021,70467,saint-loup-sur-semouse,3.488,70
897059,2021,35287,saint-lunaire,4.598,35
897060,2021,31499,saint-lys,6.166,31
897063,2021,62755,saint-léonard,4.333,62
897064,2021,50502,saint-lô,3.688,50
897079,2021,33438,saint-maixant,6.387,33
897080,2021,79270,saint-maixent-l'école,4.01,79
897081,2021,35288,saint-malo,3.494,35
897176,2021,15196,saint-mamet-la-salvetat,5.531,15
897177,2021,77419,saint-mammès,6.188,77
897178,2021,83153,saint-mandrier-sur-mer,3.266,83
897181,2021,94067,saint-mandé,3.771,94
897261,2021,27562,saint-marcel,4.913,27
897262,2021,54478,saint-marcel,7.37,54
897263,2021,71445,saint-marcel,5.028,71
897265,2021,26312,saint-marcel-lès-sauzet,8.221,26
897266,2021,26313,saint-marcel-lès-valence,5.939,26
897267,2021,42256,saint-marcellin-en-forez,5.558,42
897269,2021,62758,saint-martin-boulogne,4.2,62
897275,2021,06127,saint-martin-vésubie,3.261,6
897277,2021,38421,saint-martin-d'hères,2.777,38
897297,2021,35238,rennes,2.374,35
897379,2021,08362,rethel,3.953,8
897387,2021,35239,retiers,6.324,35
897389,2021,31451,revel,5.07,31
897391,2021,08363,revin,3.451,8
897392,2021,01322,reyrieux,6.657,1
897393,2021,44143,rezé,3.438,44
897451,2021,56193,riantec,4.667,56
897453,2021,68269,ribeauvillé,3.844,68
897454,2021,57582,richemont,5.073,57
897455,2021,68270,richwiller,5.756,68
897458,2021,68271,riedisheim,3.94,68
897484,2021,59502,rieux-en-cambrésis,5.515,59
897485,2021,66162,rigarda,6.122,66
897486,2021,87125,rilhac-rancon,6.19,87
897487,2021,69286,rillieux-la-pape,3.269,69
897544,2021,52423,rimaucourt,5.282,52
897545,2021,62711,rinxent,5.269,62
897546,2021,63300,riom,3.704,63
897552,2021,42184,riorges,4.296,42
897560,2021,68277,riquewihr,5.234,68
897563,2021,91521,ris-orangis,3.376,91
897593,2021,05119,risoul,1.953,5
897600,2021,42186,rive-de-gier,3.638,42
897616,2021,38337,rives,4.177,38
897622,2021,76164,rives-en-seine,5.004,76
897623,2021,66164,rivesaltes,5.054,66
897627,2021,68278,rixheim,4.761,68
897639,2021,42187,roanne,2.728,42
897685,2021,84099,robion,7.307,84
897687,2021,42189,roche-la-molière,3.759,42
897699,2021,37203,rochecorbon,7.047,37
897700,2021,17299,rochefort,3.862,17
897719,2021,30217,rochefort-du-gard,7.997,30
897720,2021,07191,rochemaure,8.094,7
897721,2021,69168,rochetaillée-sur-saône,6.376,69
897738,2021,13081,rognac,6.598,13
897827,2021,38422,saint-martin-d'uriage,7.822,38
897828,2021,13097,saint-martin-de-crau,6.081,13
897834,2021,40272,saint-martin-de-hinx,6.88,40
897835,2021,40273,saint-martin-de-seignanx,5.618,40
897838,2021,29254,saint-martin-des-champs,3.961,29
897843,2021,95566,saint-martin-du-tertre,7.261,95
897844,2021,06126,saint-martin-du-var,6.326,6
897845,2021,38423,saint-martin-le-vinoux,3.991,38
897849,2021,62757,saint-martin-lez-tatinghem,4.817,62
897850,2021,94068,saint-maur-des-fossés,3.966,94
897949,2021,94069,saint-maurice,4.171,94
897980,2021,01376,saint-maurice-de-beynost,4.594,1
897983,2021,38425,saint-maurice-l'exil,6.9,38
897985,2021,54482,saint-max,2.883,54
897998,2021,83116,saint-maximin-la-sainte-baume,7.535,83
898006,2021,51506,saint-memmie,3.658,51
898012,2021,16341,saint-michel,4.057,16
898013,2021,44182,saint-michel-chef-chef,4.222,44
898014,2021,22319,saint-michel-en-grève,5.271,22
898015,2021,91570,saint-michel-sur-orge,3.38,91
898041,2021,55463,saint-mihiel,3.952,55
898042,2021,44183,saint-molf,7.072,44
898043,2021,33448,saint-médard-d'eyrans,6.785,33
898044,2021,33449,saint-médard-en-jalles,5.566,33
898059,2021,35299,saint-méloir-des-ondes,6.096,35
898060,2021,88429,saint-nabord,5.523,88
898061,2021,44184,saint-nazaire,3.311,44
898146,2021,62764,saint-nicolas,2.873,62
898150,2021,54483,saint-nicolas-de-port,5.267,54
898151,2021,44185,saint-nicolas-de-redon,5.223,44
898153,2021,56231,saint-nolff,6.5,56
898154,2021,78571,saint-nom-la-bretèche,10.332,78
898156,2021,62765,saint-omer,3.875,62
898163,2021,60590,saint-omer-en-chaussée,5.991,60
898164,2021,31506,saint-orens-de-gameville,4.081,31
898176,2021,95572,saint-ouen-l'aumône,4.141,95
898194,2021,93070,saint-ouen-sur-seine,3.088,93
898284,2021,17380,saint-palais-sur-mer,4.558,17
898286,2021,10357,saint-parres-aux-tertres,5.777,10
898289,2021,77430,saint-pathus,7.238,77
898290,2021,26324,saint-paul-trois-châteaux,7.221,26
898292,2021,06128,saint-paul-de-vence,10.389,6
898293,2021,15204,saint-paul-des-landes,6.386,15
898294,2021,40279,saint-paul-lès-dax,4.643,40
898300,2021,56233,saint-philibert,5.122,56
898302,2021,73270,saint-pierre-d'albigny,5.439,73
898303,2021,64496,saint-pierre-d'irube,4.495,64
898308,2021,17385,saint-pierre-d'oléron,4.907,17
898311,2021,69289,saint-pierre-de-chandieu,7.049,69
898313,2021,37233,saint-pierre-des-corps,3.083,37
898332,2021,40281,saint-pierre-du-mont,4.989,40
898334,2021,91573,saint-pierre-du-perray,4.308,91
898342,2021,74250,saint-pierre-en-faucigny,4.96,74
898344,2021,69231,saint-pierre-la-palud,7.055,69
898345,2021,76640,saint-pierre-lès-elbeuf,4.485,76
898348,2021,77431,saint-pierre-lès-nemours,5.998,77
898350,2021,29259,saint-pol-de-léon,4.41,29
898352,2021,62767,saint-pol-sur-ternoise,4.057,62
898354,2021,04195,saint-pons,5.02,4
898355,2021,34284,saint-pons-de-thomières,4.38,34
898357,2021,69290,saint-priest,3.335,69
898429,2021,42275,saint-priest-en-jarez,3.518,42
898434,2021,38448,saint-prim,8.385,38
898435,2021,95574,saint-prix,7.427,95
898437,2021,85266,saint-prouant,6.639,85
898438,2021,45298,saint-pryvé-saint-mesmin,5.569,45
898440,2021,35306,saint-père-marc-en-poulet,6.658,35
898441,2021,31509,saint-pé-d'ardet,3.638,31
898442,2021,65395,saint-pé-de-bigorre,4.781,65
898443,2021,07281,saint-péray,5.605,7
898543,2021,22325,saint-quay-portrieux,3.759,22
898545,2021,02691,saint-quentin,3.592,2
898603,2021,38449,saint-quentin-fallavier,5.434,38
898605,2021,30295,saint-quentin-la-poterie,6.518,30
898606,2021,26325,saint-rambert-d'albon,5.624,26
898608,2021,01384,saint-rambert-en-bugey,5.313,1
898610,2021,83118,saint-raphaël,4.749,83
898652,2021,29260,saint-renan,5.038,29
898654,2021,76647,saint-romain-de-colbosc,5.798,76
898655,2021,69235,saint-romain-en-gal,5.351,69
898657,2021,42285,saint-romain-le-puy,5.412,42
898659,2021,38453,saint-romans,6.657,38
898660,2021,71475,saint-rémy,4.687,71
898664,2021,76644,saint-rémy-boscrocourt,6.965,76
898665,2021,13100,saint-rémy-de-provence,7.879,13
898669,2021,78576,saint-rémy-l'honoré,11.199,78
898671,2021,78575,saint-rémy-lès-chevreuse,5.919,78
898673,2021,59544,saint-saulve,4.08,59
898680,2021,44190,saint-sébastien-sur-loire,3.916,44
898761,2021,17009,angliers,7.537,17
898762,2021,16015,angoulême,3.222,16
898792,2021,62032,angres,4.649,62
898793,2021,40004,angresse,7.026,40
898794,2021,59008,aniche,4.451,59
898795,2021,74010,annecy,3.088,74
899057,2021,74012,annemasse,2.935,74
899148,2021,77005,annet-sur-marne,6.979,77
899149,2021,26010,anneyron,5.588,26
899150,2021,07010,annonay,3.687,7
899167,2021,59011,annœullin,4.699,59
899168,2021,69009,anse,5.432,69
899174,2021,06004,antibes,3.574,6
899327,2021,92002,antony,4.115,92
899345,2021,65047,aureilhan,4.297,65
899347,2021,06007,auribeau-sur-siagne,8.542,6
899349,2021,15014,aurillac,3.039,15
899383,2021,71014,autun,3.073,71
899393,2021,89024,auxerre,3.475,89
899433,2021,21038,auxonne,4.484,21
899438,2021,31035,auzeville-tolosane,3.879,31
899440,2021,89025,avallon,4.26,89
899450,2021,59034,avelin,6.691,59
899451,2021,84007,avignon,3.859,84
899549,2021,62065,avion,3.872,62
899552,2021,77014,avon,3.037,77
899571,2021,50025,avranches,4.403,50
899578,2021,49015,avrillé,4.171,49
899592,2021,09032,ax-les-thermes,2.909,9
899593,2021,19015,ayen,5.329,19
899595,2021,31004,ayguesvives,6.576,31
899596,2021,17028,aytré,4.383,17
899607,2021,37014,azay-le-rideau,7.34,37
899608,2021,51030,aÿ-champagne,5.269,51
899615,2021,59041,bachant,4.313,59
899616,2021,66011,bages,5.745,66
899617,2021,92007,bagneux,2.667,92
899680,2021,61483,bagnoles de l'orne normandie,4.419,61
899685,2021,93006,bagnolet,2.703,93
899748,2021,83008,bagnols-en-forêt,7.6,83
899749,2021,30028,bagnols-sur-cèze,4.38,30
899760,2021,65059,bagnères-de-bigorre,2.687,65
899766,2021,31042,bagnères-de-luchon,2.345,31
899771,2021,34022,baillargues,6.037,34
899775,2021,59043,bailleul,5.104,59
899779,2021,60041,bailleul-sur-thérain,6.716,60
899781,2021,78043,bailly,5.116,78
899786,2021,77018,bailly-romainvilliers,6.06,77
899791,2021,35012,bain-de-bretagne,5.455,35
899794,2021,59044,baisieux,5.043,59
899797,2021,08043,balan,4.45,8
899798,2021,34024,balaruc-le-vieux,6.755,34
899799,2021,34023,balaruc-les-bains,3.553,34
899806,2021,42011,balbigny,5.227,42
899807,2021,68015,baldersheim,5.594,68
899808,2021,91044,ballainvilliers,5.392,91
899809,2021,37018,ballan-miré,5.968,37
899811,2021,91045,ballancourt-sur-essonne,5.399,91
899814,2021,31044,balma,4.482,31
899835,2021,83009,bandol,3.738,83
899858,2021,66016,banyuls-sur-mer,3.491,66
899861,2021,62080,bapaume,3.753,62
899862,2021,55029,bar-le-duc,3.44,55
899890,2021,10033,bar-sur-aube,3.746,10
899892,2021,10034,bar-sur-seine,5.764,10
899895,2021,12056,baraqueville,5.386,12
899896,2021,73029,barberaz,3.684,73
899902,2021,77022,barbizon,8.903,77
899903,2021,73030,barby,3.99,73
899905,2021,04019,barcelonnette,3.465,4
899906,2021,76057,barentin,4.875,76
899909,2021,30029,barjac,6.046,30
899910,2021,25043,bart,5.254,25
899911,2021,68021,bartenheim,5.143,68
899915,2021,43020,bas-en-basset,5.588,43
899918,2021,34025,bassan,6.053,34
899919,2021,44009,basse-goulaine,6.385,44
899925,2021,33032,bassens,3.815,33
899926,2021,73031,bassens,3.265,73
899939,2021,64100,bassussarry,5.984,64
899941,2021,68022,battenheim,6.727,68
899943,2021,56010,baud,5.458,56
899944,2021,25048,bavans,4.738,25
899946,2021,14046,bavent,7.581,14
899947,2021,90008,bavilliers,3.743,90
899950,2021,14047,bayeux,3.846,14
899955,2021,64102,bayonne,2.935,64
900029,2021,08053,bazeilles,4.664,8
900030,2021,31048,baziège,6.602,31
900031,2021,30032,beaucaire,5.268,30
900034,2021,95051,beauchamp,5.149,95
900038,2021,90009,beaucourt,4.545,90
900039,2021,49020,beaucouzé,4.651,49
900041,2021,45028,beaugency,4.856,45
900046,2021,37020,beaulieu-lès-loches,5.526,37
900047,2021,06011,beaulieu-sur-mer,3.243,6
900062,2021,63032,beaumont,3.515,63
900065,2021,74031,beaumont,5.543,74
900071,2021,92004,asnières-sur-seine,3.343,92
900119,2021,38017,assieu,8.524,38
900120,2021,91027,athis-mons,3.594,91
900181,2021,59022,attiches,5.655,59
900182,2021,01024,attignat,6.151,1
900183,2021,13005,aubagne,4.733,13
900198,2021,30019,aubais,7.959,30
900199,2021,07019,aubenas,4.377,7
900214,2021,78029,aubergenville,4.894,78
900246,2021,38019,auberives-sur-varèze,8.178,38
900247,2021,93001,aubervilliers,3.122,93
900375,2021,12013,aubin,4.769,12
900376,2021,63014,aubière,4.026,63
900382,2021,54028,auboué,3.887,54
900384,2021,23008,aubusson,3.331,23
900386,2021,59028,auby,4.056,59
900387,2021,31022,aucamville,4.636,31
900401,2021,32013,auch,4.099,32
900418,2021,62048,auchel,4.085,62
900422,2021,33019,audenge,5.698,33
900426,2021,29003,audierne,3.993,29
900430,2021,25031,audincourt,3.372,25
900450,2021,62057,audruicq,6.961,62
900451,2021,57038,audun-le-tiche,3.734,57
900457,2021,63019,aulnat,3.275,63
900461,2021,93005,aulnay-sous-bois,3.724,93
900546,2021,59032,aulnoy-lez-valenciennes,3.476,59
900552,2021,59033,aulnoye-aymeries,3.768,59
900553,2021,80039,ault,3.203,80
900557,2021,76035,aumale,4.348,76
900558,2021,60028,aumont-en-halatte,10.677,60
900559,2021,28015,auneau-bleury-saint-symphorien,6.259,28
900565,2021,56007,auray,3.813,56
900585,2021,43012,aurec-sur-loire,4.888,43
900609,2021,13007,auriol,7.817,13
900611,2021,81021,aussillon,4.037,81
900612,2021,31032,aussonne,6.276,31
900616,2021,38225,autrans-méaudre en vercors,4.825,38
900621,2021,95052,beaumont-sur-oise,4.675,95
900629,2021,21054,beaune,4.081,21
900651,2021,49023,beaupréau-en-mauges,6.266,49
900654,2021,80070,beauquesne,6.306,80
900655,2021,01030,beauregard,5.425,1
900656,2021,38034,beaurepaire,5.562,38
900658,2021,06012,beausoleil,4.002,6
900696,2021,60057,beauvais,3.428,60
900787,2021,30033,beauvoisin,6.821,30
900789,2021,31056,beauzelle,4.029,31
900797,2021,57058,behren-lès-forbach,2.786,57
900799,2021,31057,belberaud,6.774,31
900800,2021,90010,belfort,2.413,90
900883,2021,87011,bellac,4.584,87
900885,2021,76070,bellencombre,6.077,76
900886,2021,02064,belleu,3.089,2
900887,2021,69019,belleville-en-beaujolais,4.749,69
900895,2021,55043,belleville-sur-meuse,4.014,55
900897,2021,01034,belley,4.819,1
900900,2021,01031,bellignat,4.341,1
900910,2021,56013,belz,5.025,56
900911,2021,14059,benerville-sur-mer,3.755,14
900915,2021,17041,benon,7.728,17
900916,2021,62108,berck,3.323,62
900925,2021,24037,bergerac,4.352,24
900939,2021,59067,bergues,3.683,59
900941,2021,27056,bernay,4.305,27
900943,2021,95058,bernes-sur-oise,5.508,95
900944,2021,74033,bernex,5.03,74
900947,2021,14066,bernières-sur-mer,4.493,14
900948,2021,68006,bernwiller,7.229,68
900949,2021,13014,berre-l'étang,5.468,13
900952,2021,06015,berre-les-alpes,7.096,6
900953,2021,11037,berriac,5.712,11
900954,2021,25056,besançon,2.712,25
901051,2021,59014,anzin,3.532,59
901057,2021,62037,anzin-saint-aubin,5.033,62
901058,2021,38012,aoste,6.35,38
901061,2021,38013,apprieu,7.21,38
901062,2021,84003,apt,5.362,84
901064,2021,30012,aramon,6.202,30
901065,2021,39013,arbois,4.674,39
901068,2021,70026,arc-lès-gray,4.408,70
901069,2021,33009,arcachon,3.163,33
901099,2021,74016,archamps,6.505,74
901101,2021,88012,archettes,5.269,88
901102,2021,10006,arcis-sur-aube,4.886,10
901103,2021,94003,arcueil,2.851,94
901135,2021,74018,arenthon,7.411,74
901136,2021,66008,argelès-sur-mer,3.175,66
901142,2021,14020,argences,5.611,14
901143,2021,61006,argentan,3.942,61
901153,2021,95018,argenteuil,3.878,95
901282,2021,36006,argenton-sur-creuse,4.029,36
901285,2021,35006,argentré-du-plessis,6.343,35
901288,2021,13004,arles,5.001,13
901309,2021,66009,arles-sur-tech,4.965,66
901310,2021,59017,armentières,3.634,59
901320,2021,87003,arnac-la-poste,5.68,87
901321,2021,69013,arnas,5.752,69
901326,2021,21023,arnay-le-duc,5.311,21
901327,2021,95019,arnouville,5.612,95
901339,2021,91021,arpajon,4.129,91
901347,2021,15012,arpajon-sur-cère,5.142,15
901349,2021,62040,arques,4.167,62
901352,2021,62041,arras,3.425,62
901403,2021,54025,art-sur-meurthe,5.811,54
901405,2021,45008,artenay,6.019,45
901406,2021,33013,artigues-près-bordeaux,5.87,33
901414,2021,64061,artix,4.444,64
901415,2021,56005,arzon,3.962,56
901416,2021,74014,arâches-la-frasse,2.761,74
901422,2021,33011,arès,5.637,33
901426,2021,21027,asnières-lès-dijon,5.491,21
901573,2021,92023,clamart,3.399,92
901585,2021,34077,clapiers,6.739,34
901588,2021,30082,clarensac,6.928,30
901589,2021,77118,claye-souilly,5.613,77
901596,2021,60157,clermont,4.371,60
901604,2021,63113,clermont-ferrand,2.434,63
901890,2021,34079,clermont-l'hérault,5.109,34
901893,2021,92024,clichy,2.629,92
902044,2021,93014,clichy-sous-bois,3.743,93
902078,2021,44043,clisson,5.142,44
902081,2021,29031,clohars-carnoët,5.281,29
902082,2021,71137,cluny,4.421,71
902084,2021,74081,cluses,3.839,74
902104,2021,14162,clécy,6.53,14
902105,2021,29030,cléder,5.453,29
902106,2021,57144,cocheren,4.374,57
902109,2021,16102,cognac,3.994,16
902122,2021,73087,cognin,3.094,73
902133,2021,38117,cognin-les-gorges,6.667,38
902134,2021,83042,cogolin,5.118,83
902146,2021,73088,cohennoz,3.097,73
902147,2021,78168,coignières,4.763,78
902149,2021,66053,collioure,2.923,66
902152,2021,01109,collonges,7.784,1
902153,2021,69063,collonges-au-mont-d'or,7.538,69
902157,2021,74082,collonges-sous-salève,5.577,74
902159,2021,77121,collégien,6.52,77
902161,2021,14167,colombelles,2.863,14
902167,2021,92025,colombes,3.141,92
902302,2021,34081,colombiers,6.117,34
902303,2021,31149,colomiers,3.866,31
902341,2021,74083,combloux,4.515,74
902349,2021,29037,combrit,5.718,29
902350,2021,77122,combs-la-ville,4.601,77
902371,2021,59152,comines,4.782,59
902376,2021,55122,commercy,3.272,55
902379,2021,60159,compiègne,3.167,60
902452,2021,29039,concarneau,3.925,29
902471,2021,62233,conchil-le-temple,6.309,62
902472,2021,69064,condrieu,5.229,69
902478,2021,14174,condé-en-normandie,4.605,14
902479,2021,61117,condé-sur-sarthe,6.892,61
902480,2021,50139,condé-sur-vire,6.045,50
902481,2021,59153,condé-sur-l'escaut,3.548,59
902482,2021,78172,conflans-sainte-honorine,4.739,78
902515,2021,54136,conflans-en-jarnisy,5.467,54
902517,2021,01115,confrançon,7.441,1
902519,2021,72089,conlie,6.308,72
902520,2021,51165,connantre,7.428,51
902521,2021,74087,contamine-sur-arve,7.802,74
902522,2021,06048,contes,7.2,6
902523,2021,88114,contrexéville,4.117,88
902525,2021,62239,coquelles,5.389,62
902526,2021,69273,corbas,4.755,69
902536,2021,91174,corbeil-essonnes,4.25,91
902594,2021,38124,corbelin,6.611,38
902595,2021,80212,corbie,4.179,80
902596,2021,01118,corbonod,7.132,1
902597,2021,44045,cordemais,8.684,44
902598,2021,74089,cordon,4.748,74
902600,2021,38126,corenc,6.826,38
902601,2021,27170,cormeilles,6.004,27
902602,2021,95176,cormeilles-en-parisis,4.96,95
902633,2021,14181,cormelles-le-royal,4.157,14
902635,2021,51172,cormontreuil,5.244,51
902640,2021,31150,cornebarrieu,5.119,31
902645,2021,88116,cornimont,4.998,88
902646,2021,35088,corps-nuds,5.871,35
902647,2021,19063,cosnac,7.532,19
902648,2021,58086,cosne-cours-sur-loire,5.225,58
902655,2021,53077,cossé-le-vivien,6.995,53
902656,2021,38133,coublevie,6.076,38
902657,2021,93015,coubron,6.122,93
902660,2021,59155,coudekerque-branche,3.518,59
902674,2021,72095,coulaines,3.31,72
902677,2021,58088,coulanges-lès-nevers,5.267,58
902678,2021,89119,coulanges-sur-yonne,4.969,89
902679,2021,77131,coulommiers,4.625,77
902694,2021,77132,coupvray,7.352,77
902695,2021,92026,courbevoie,3.103,92
902829,2021,78158,le chesnay-rocquencourt,3.09,78
902846,2021,07064,le cheylard,4.882,7
902847,2021,77100,le châtelet-en-brie,7.109,77
902848,2021,29040,le conquet,6.064,29
902849,2021,42071,le coteau,3.291,42
902853,2021,91179,le coudray-montceaux,5.441,91
902859,2021,71153,le creusot,2.922,71
902873,2021,44049,le croisic,3.397,44
902880,2021,80228,le crotoy,3.507,80
902883,2021,34090,le crès,5.953,34
902888,2021,38182,le grand-lemps,6.49,38
902889,2021,76322,le grand-quevilly,3.291,76
902943,2021,30133,le grau-du-roi,1.819,30
902974,2021,33200,le haillan,4.716,33
902981,2021,76351,le havre,3.024,76
903272,2021,76366,le houlme,4.234,76
903274,2021,94043,le kremlin-bicêtre,3.327,94
903348,2021,83070,le lavandou,3.085,83
903363,2021,49176,le lion-d'angers,6.038,49
903364,2021,44084,le loroux-bottereau,6.076,44
903365,2021,83073,le luc,5.958,83
903368,2021,45191,le malesherbois,6.171,45
903369,2021,27386,le manoir,4.394,27
903370,2021,72181,le mans,3.078,72
903414,2021,91692,les ulis,2.145,91
903423,2021,73105,les échelles,4.821,73
903425,2021,64335,lescar,4.948,64
903427,2021,29124,lesneven,4.972,29
903428,2021,33240,lesparre-médoc,6.422,33
903430,2021,11202,leucate,1.724,11
903431,2021,91333,leuville-sur-orge,6.464,91
903433,2021,92044,levallois-perret,3.422,92
903614,2021,06075,levens,8.17,6
903615,2021,18126,levet,7.084,18
903616,2021,25334,levier,5.359,25
903617,2021,54314,lexy,4.803,54
903618,2021,31299,lherm,7.166,31
903619,2021,60360,liancourt,4.89,60
903620,2021,33243,libourne,3.968,33
903630,2021,77251,lieusaint,4.281,77
903646,2021,35152,liffré,5.655,35
903648,2021,55291,ligny-en-barrois,3.431,55
903650,2021,59349,ligny-en-cambrésis,5.986,59
903651,2021,59350,lille,3.337,59
903981,2021,76384,lillebonne,4.199,76
903982,2021,62516,lillers,4.624,62
903983,2021,69115,limas,5.371,69
903986,2021,78335,limay,5.173,78
904002,2021,94044,limeil-brévannes,4.419,94
904037,2021,87085,limoges,2.863,87
904405,2021,49193,le may-sur-èvre,5.451,49
904406,2021,77291,le mesnil-amelot,6.863,77
904407,2021,76429,le mesnil-esnard,5.133,76
904412,2021,78397,le mesnil-saint-denis,5.016,78
904415,2021,83086,le muy,5.945,83
904418,2021,77285,le mée-sur-seine,3.718,77
904451,2021,27428,le neubourg,4.704,27
904453,2021,02558,le nouvion-en-thiérache,4.934,2
904454,2021,87113,le palais-sur-vienne,4.934,87
904455,2021,44117,le pallet,6.917,44
904456,2021,47201,le passage,4.576,47
904457,2021,78481,le pecq,3.241,78
904473,2021,44120,le pellerin,5.438,44
904476,2021,78486,le perray-en-yvelines,6.996,78
904481,2021,94058,le perreux-sur-marne,4.311,94
904542,2021,76498,le petit-quevilly,3.099,76
904574,2021,83094,le plan-de-la-tour,8.528,83
904575,2021,60500,le plessis-belleville,4.899,60
904579,2021,95491,le plessis-bouchard,5.006,95
904589,2021,49241,le plessis-grammoire,6.417,49
904590,2021,92060,le plessis-robinson,3.941,92
904658,2021,94059,le plessis-trévise,4.708,94
904687,2021,85178,le poiré-sur-vie,6.494,85
904688,2021,36161,le pont-chrétien-chabenet,4.612,36
904689,2021,73204,le pont-de-beauvoisin,5.234,73
904690,2021,38315,le pont-de-beauvoisin,5.268,38
904695,2021,38317,le pont-de-claix,2.763,38
904719,2021,84092,le pontet,5.1,84
904729,2021,78502,le port-marly,4.082,78
904736,2021,62667,le portel,3.061,62
904739,2021,44135,le pouliguen,3.426,44
904749,2021,07181,le pouzin,5.061,7
904750,2021,83098,le pradet,5.177,83
904760,2021,93061,le pré-saint-gervais,3.051,93
904789,2021,43157,le puy-en-velay,2.839,43
904793,2021,86066,châtellerault,3.949,86
904798,2021,92019,châtenay-malabry,3.233,92
904858,2021,67073,châtenois,5.76,67
904860,2021,88095,châtenois,3.792,88
904862,2021,71118,châtenoy-le-royal,4.453,71
904865,2021,92020,châtillon,3.688,92
904937,2021,01093,châtillon-sur-chalaronne,4.984,1
904940,2021,45087,châtillon-sur-loire,6.55,45
904942,2021,21154,châtillon-sur-seine,3.748,21
904948,2021,45089,chécy,6.455,45
904949,2021,64189,ciboure,3.277,64
904958,2021,35080,cintré,5.407,35
904959,2021,60155,cires-lès-mello,6.147,60
904960,2021,33125,cissac-médoc,7.137,33
904961,2021,69059,civrieux-d'azergues,7.74,69
904962,2021,38111,claix,6.245,38
905049,2021,38511,le touvet,6.615,38
905050,2021,76709,le trait,4.459,76
905051,2021,83143,le val,6.961,83
905052,2021,38538,le versoud,4.935,38
905057,2021,27684,le vieil-évreux,7.732,27
905058,2021,30350,le vigan,4.126,30
905059,2021,78650,le vésinet,4.706,78
905076,2021,59340,leffrinckoucke,4.262,59
905077,2021,63193,lempdes,4.385,63
905081,2021,62498,lens,3.414,62
905092,2021,69112,lentilly,7.586,69
905096,2021,38001,les abrets en dauphiné,6.402,38
905098,2021,73015,les allues,3.595,73
905100,2021,27016,les andelys,4.979,27
905103,2021,30011,les angles,5.788,30
905104,2021,66004,les angles,2.77,66
905112,2021,83004,les arcs,6.468,83
905116,2021,73024,les avanchers-valmorel,2.198,73
905117,2021,38022,les avenières veyrins-thuellin,6.716,38
905119,2021,78165,les clayes-sous-bois,4.579,78
905136,2021,74085,les contamines-montjoie,3.139,74
905142,2021,27196,les damps,6.287,27
905144,2021,38253,les deux alpes,2.475,38
905154,2021,85082,les epesses,6.557,85
905155,2021,78220,les essarts-le-roi,6.772,78
905158,2021,25254,les fourgs,5.177,25
905160,2021,49167,les garennes sur loire,7.964,49
